event_id,match_id,home_team,away_team,team,opponent,player,position,shirt_number,minute,second,event_type,x,y,outcome,xg
683,1,Barau,Remo Stars,Remo Stars,Barau,Kelechi Usman,CM,6,74,6,Pass,103.7,54.99,Complete,0.0
684,1,Barau,Remo Stars,Barau,Remo Stars,Adewale Ibrahim,RB,12,74,9,Successful Dribble,109.94,73.18,Complete,0.0
685,1,Barau,Remo Stars,Barau,Remo Stars,Musa Balogun,RW,3,74,12,Cross,89.93,73.43,Complete,0.0
686,1,Barau,Remo Stars,Barau,Remo Stars,Adewale Ibrahim,RB,12,74,27,Foul,19.96,33.92,Complete,0.0
687,1,Barau,Remo Stars,Barau,Remo Stars,Peter Nnamdi,CDM,8,74,30,Shot on Target,116.04,35.59,On Target,0.434
688,1,Barau,Remo Stars,Barau,Remo Stars,Musa Nnamdi,GK,26,74,34,Pass,110.21,61.16,Complete,0.0
689,1,Barau,Remo Stars,Remo Stars,Barau,Chukwuemeka Adeyemi,CM,9,74,40,Foul,71.52,39.16,Complete,0.0
690,1,Barau,Remo Stars,Barau,Remo Stars,Ifeanyi Usman,LW,10,74,42,Pass,104.96,22.03,Complete,0.0
691,1,Barau,Remo Stars,Barau,Remo Stars,Daniel Adisa,CAM,22,74,47,Pass,47.99,56.02,Complete,0.0
692,1,Barau,Remo Stars,Barau,Remo Stars,Peter Nnamdi,CDM,8,75,0,Pass,51.0,44.94,Complete,0.0
693,1,Barau,Remo Stars,Remo Stars,Barau,Kunle Okoye,CB,26,75,6,Foul,41.51,0.0,Complete,0.0
694,1,Barau,Remo Stars,Remo Stars,Barau,Segun Oyelaran,CM,10,75,9,Interception,13.69,25.82,Complete,0.0
695,1,Barau,Remo Stars,Barau,Remo Stars,Ifeanyi Usman,LW,10,75,10,Progressive Pass,26.51,10.02,Complete,0.0
696,1,Barau,Remo Stars,Remo Stars,Barau,Damilare Onuoha,CM,24,75,16,Interception,78.53,47.25,Complete,0.0
697,1,Barau,Remo Stars,Remo Stars,Barau,Kelechi Usman,CM,6,75,23,Pass,53.1,45.01,Complete,0.0
698,1,Barau,Remo Stars,Remo Stars,Barau,Kelechi Usman,CM,6,75,26,Pass,4.19,35.45,Complete,0.0
699,1,Barau,Remo Stars,Barau,Remo Stars,Suleiman Okonkwo,LW,9,75,28,Shot,102.22,16.11,On Target,0.169
700,1,Barau,Remo Stars,Remo Stars,Barau,Joseph Osazuwa,CDM,15,75,28,Cross,94.35,23.17,Complete,0.0
701,1,Barau,Remo Stars,Barau,Remo Stars,Aliyu Okafor,CAM,4,75,52,Pass,21.82,20.6,Complete,0.0
702,1,Barau,Remo Stars,Barau,Remo Stars,Ifeanyi Ogundele,LB,1,75,57,Shot,90.25,24.04,Off Target,0.125
703,1,Barau,Remo Stars,Barau,Remo Stars,Chukwuemeka Ojo,LW,11,76,8,Interception,49.29,43.03,Complete,0.0
704,1,Barau,Remo Stars,Barau,Remo Stars,Suleiman Okonkwo,LW,9,76,12,Cross,70.44,59.1,Complete,0.0
705,1,Barau,Remo Stars,Barau,Remo Stars,Tunde Osazuwa,CB,23,76,13,Turnover,25.0,18.09,Complete,0.0
706,1,Barau,Remo Stars,Remo Stars,Barau,Femi Osazuwa,LW,25,76,17,Tackle,29.03,18.25,Complete,0.0
707,1,Barau,Remo Stars,Barau,Remo Stars,Adewale Ibrahim,RB,12,76,23,Tackle,44.24,38.12,Complete,0.0
708,1,Barau,Remo Stars,Remo Stars,Barau,Chukwuemeka Chukwu,RW,28,76,26,Cross,89.61,57.41,Complete,0.0
709,1,Barau,Remo Stars,Remo Stars,Barau,Damilare Onuoha,CM,24,76,36,Progressive Pass,39.87,32.84,Complete,0.0
710,1,Barau,Remo Stars,Barau,Remo Stars,Emmanuel Oyelaran,GK,28,76,42,Tackle,54.35,20.26,Complete,0.0
711,1,Barau,Remo Stars,Remo Stars,Barau,Kelechi Usman,CM,6,76,43,Tackle,44.9,45.86,Complete,0.0
712,1,Barau,Remo Stars,Barau,Remo Stars,Musa Balogun,RW,3,76,47,Dangerous Pass,90.67,4.3,Complete,0.0
713,1,Barau,Remo Stars,Remo Stars,Barau,Femi Osazuwa,LW,25,76,50,Dangerous Pass,89.87,49.38,Incomplete,0.0
714,1,Barau,Remo Stars,Remo Stars,Barau,Kunle Okoye,CB,26,76,51,Shot on Target,106.89,40.62,On Target,0.354
715,1,Barau,Remo Stars,Barau,Remo Stars,Peter Nnamdi,CDM,8,77,7,Progressive Pass,16.39,34.16,Complete,0.0
716,1,Barau,Remo Stars,Barau,Remo Stars,Musa Nnamdi,GK,26,77,30,Progressive Pass,20.08,55.14,Complete,0.0
717,1,Barau,Remo Stars,Barau,Remo Stars,Adewale Ibrahim,RB,12,77,31,Pass,43.31,64.01,Complete,0.0
718,1,Barau,Remo Stars,Remo Stars,Barau,Rasheed Mohammed,GK,29,77,32,Goal,108.61,42.04,Goal,0.471
719,1,Barau,Remo Stars,Remo Stars,Barau,Chukwuemeka Adeyemi,CM,9,77,33,Turnover,57.61,30.95,Complete,0.0
720,1,Barau,Remo Stars,Barau,Remo Stars,Suleiman Okonkwo,LW,9,77,40,Dangerous Pass,93.08,11.27,Complete,0.0
721,1,Barau,Remo Stars,Remo Stars,Barau,Daniel Chukwu,CAM,8,77,48,Pass,106.35,36.24,Complete,0.0
722,1,Barau,Remo Stars,Remo Stars,Barau,Peter Ogundele,CB,13,77,50,Cross,93.28,26.7,Complete,0.0
723,1,Barau,Remo Stars,Remo Stars,Barau,Damilare Onuoha,CM,24,77,51,Interception,85.97,56.27,Complete,0.0
724,1,Barau,Remo Stars,Barau,Remo Stars,Musa Nnamdi,GK,26,77,54,Pass,20.94,26.73,Complete,0.0
725,1,Barau,Remo Stars,Remo Stars,Barau,Daniel Chukwu,CAM,8,77,59,Turnover,22.88,50.85,Complete,0.0
726,1,Barau,Remo Stars,Remo Stars,Barau,Musa Osazuwa,CAM,2,78,16,Successful Dribble,75.72,43.5,Complete,0.0
727,1,Barau,Remo Stars,Remo Stars,Barau,Musa Osazuwa,CAM,2,78,27,Pass,34.31,55.74,Complete,0.0
728,1,Barau,Remo Stars,Remo Stars,Barau,Victor Mustapha,GK,1,78,30,Goal,109.84,15.84,Goal,0.309
729,1,Barau,Remo Stars,Barau,Remo Stars,Chukwuemeka Ojo,LW,11,78,31,Tackle,78.67,30.58,Complete,0.0
730,1,Barau,Remo Stars,Barau,Remo Stars,Musa Nnamdi,GK,26,78,35,Pass,99.68,46.46,Incomplete,0.0
731,1,Barau,Remo Stars,Remo Stars,Barau,Segun Oyelaran,CM,10,78,35,Yellow Card,33.22,56.49,Complete,0.0
732,1,Barau,Remo Stars,Barau,Remo Stars,Daniel Adisa,CAM,22,78,54,Cross,104.3,45.9,Complete,0.0
733,1,Barau,Remo Stars,Barau,Remo Stars,Peter Nnamdi,CDM,8,78,54,Cross,85.55,47.7,Complete,0.0
734,1,Barau,Remo Stars,Barau,Remo Stars,Musa Nnamdi,GK,26,79,4,Pass,62.98,18.23,Complete,0.0
735,1,Barau,Remo Stars,Remo Stars,Barau,Kelechi Usman,CM,6,79,20,Pass,84.45,12.96,Complete,0.0
736,1,Barau,Remo Stars,Barau,Remo Stars,Musa Balogun,RW,3,79,29,Progressive Pass,15.08,23.51,Complete,0.0
737,1,Barau,Remo Stars,Remo Stars,Barau,Praise Lawal,CDM,11,79,37,Interception,24.39,41.36,Complete,0.0
738,1,Barau,Remo Stars,Remo Stars,Barau,Femi Osazuwa,LW,25,79,39,Pass,92.88,44.52,Complete,0.0
739,1,Barau,Remo Stars,Barau,Remo Stars,Ifeanyi Ogundele,LB,1,79,45,Turnover,13.96,39.16,Complete,0.0
740,1,Barau,Remo Stars,Barau,Remo Stars,Emmanuel Oyelaran,GK,28,79,46,Dangerous Pass,109.21,31.51,Complete,0.0
741,1,Barau,Remo Stars,Barau,Remo Stars,Daniel Adisa,CAM,22,79,48,Successful Dribble,38.04,80.0,Complete,0.0
742,1,Barau,Remo Stars,Remo Stars,Barau,Femi Osazuwa,LW,25,79,55,Progressive Pass,70.24,55.9,Incomplete,0.0
743,1,Barau,Remo Stars,Barau,Remo Stars,Adewale Ibrahim,RB,12,80,4,Pass,87.15,23.33,Complete,0.0
744,1,Barau,Remo Stars,Barau,Remo Stars,Olamide Etim,RW,16,80,10,Turnover,24.01,14.58,Complete,0.0
745,1,Barau,Remo Stars,Barau,Remo Stars,Musa Balogun,RW,3,80,14,Progressive Pass,39.94,41.73,Complete,0.0
746,1,Barau,Remo Stars,Barau,Remo Stars,Ifeanyi Usman,LW,10,80,31,Turnover,43.31,17.82,Complete,0.0
747,1,Barau,Remo Stars,Barau,Remo Stars,Suleiman Okonkwo,LW,9,80,50,Dangerous Pass,87.49,0.0,Complete,0.0
748,1,Barau,Remo Stars,Remo Stars,Barau,Chukwuemeka Chukwu,RW,28,80,57,Pass,28.89,33.25,Complete,0.0
749,1,Barau,Remo Stars,Barau,Remo Stars,Adewale Ibrahim,RB,12,80,58,Turnover,38.6,47.09,Complete,0.0
750,1,Barau,Remo Stars,Barau,Remo Stars,Suleiman Okonkwo,LW,9,81,7,Progressive Pass,58.85,24.79,Incomplete,0.0
751,1,Barau,Remo Stars,Remo Stars,Barau,Ifeanyi Ibrahim,LB,22,81,15,Progressive Pass,66.31,44.69,Complete,0.0
752,1,Barau,Remo Stars,Remo Stars,Barau,Damilare Onuoha,CM,24,81,30,Dangerous Pass,108.97,28.36,Incomplete,0.0
753,1,Barau,Remo Stars,Remo Stars,Barau,Victor Mustapha,GK,1,81,33,Successful Dribble,19.34,29.57,Complete,0.0
754,1,Barau,Remo Stars,Barau,Remo Stars,Ifeanyi Ogundele,LB,1,81,57,Cross,114.13,0.0,Incomplete,0.0
755,1,Barau,Remo Stars,Barau,Remo Stars,Ifeanyi Usman,LW,10,81,59,Pass,73.83,18.02,Complete,0.0
756,1,Barau,Remo Stars,Barau,Remo Stars,Tunde Osazuwa,CB,23,82,6,Tackle,45.44,64.78,Complete,0.0
757,1,Barau,Remo Stars,Remo Stars,Barau,Ifeanyi Ibrahim,LB,22,82,6,Pass,31.36,11.55,Complete,0.0
758,1,Barau,Remo Stars,Barau,Remo Stars,Tunde Osazuwa,CB,23,82,13,Pass,60.69,3.56,Complete,0.0
759,1,Barau,Remo Stars,Barau,Remo Stars,Ifeanyi Ogundele,LB,1,82,25,Foul,70.27,28.72,Complete,0.0
760,1,Barau,Remo Stars,Remo Stars,Barau,Daniel Chukwu,CAM,8,82,27,Pass,68.7,57.82,Complete,0.0
761,1,Barau,Remo Stars,Barau,Remo Stars,Divine Bello,RW,18,82,31,Foul,13.19,21.32,Complete,0.0
762,1,Barau,Remo Stars,Remo Stars,Barau,Kunle Okoye,CB,26,82,35,Progressive Pass,71.62,64.11,Complete,0.0
763,1,Barau,Remo Stars,Remo Stars,Barau,Kunle Okoye,CB,26,82,35,Tackle,63.91,56.04,Complete,0.0
764,1,Barau,Remo Stars,Remo Stars,Barau,Musa Osazuwa,CAM,2,82,53,Pass,23.05,40.62,Complete,0.0
765,1,Barau,Remo Stars,Remo Stars,Barau,Ifeanyi Ibrahim,LB,22,82,58,Successful Dribble,67.59,51.73,Complete,0.0
766,1,Barau,Remo Stars,Remo Stars,Barau,Kelechi Usman,CM,6,83,3,Pass,10.32,58.07,Complete,0.0
767,1,Barau,Remo Stars,Barau,Remo Stars,Joseph Nnamdi,ST,27,83,6,Cross,70.18,62.31,Complete,0.0
768,1,Barau,Remo Stars,Barau,Remo Stars,Joseph Nnamdi,ST,27,83,21,Pass,28.31,32.4,Incomplete,0.0
769,1,Barau,Remo Stars,Barau,Remo Stars,Musa Nnamdi,GK,26,83,24,Tackle,80.85,0.0,Complete,0.0
770,1,Barau,Remo Stars,Remo Stars,Barau,Praise Lawal,CDM,11,83,33,Successful Dribble,111.53,31.99,Complete,0.0
771,1,Barau,Remo Stars,Barau,Remo Stars,Divine Bello,RW,18,83,35,Dangerous Pass,78.84,76.22,Complete,0.0
772,1,Barau,Remo Stars,Remo Stars,Barau,Femi Osazuwa,LW,25,83,41,Shot,93.45,26.22,On Target,0.168
773,1,Barau,Remo Stars,Barau,Remo Stars,Aliyu Okafor,CAM,4,83,46,Successful Dribble,41.26,35.3,Complete,0.0
774,1,Barau,Remo Stars,Remo Stars,Barau,Ifeanyi Ibrahim,LB,22,83,47,Successful Dribble,38.65,20.76,Complete,0.0
775,1,Barau,Remo Stars,Barau,Remo Stars,Suleiman Okonkwo,LW,9,83,48,Turnover,14.3,40.99,Complete,0.0
776,1,Barau,Remo Stars,Remo Stars,Barau,Femi Osazuwa,LW,25,83,59,Interception,43.83,33.53,Complete,0.0
777,1,Barau,Remo Stars,Barau,Remo Stars,Suleiman Okonkwo,LW,9,84,9,Pass,8.78,25.32,Complete,0.0
778,1,Barau,Remo Stars,Barau,Remo Stars,Suleiman Okonkwo,LW,9,84,13,Successful Dribble,19.76,47.8,Complete,0.0
779,1,Barau,Remo Stars,Remo Stars,Barau,Damilare Onuoha,CM,24,84,14,Progressive Pass,39.82,19.01,Complete,0.0
780,1,Barau,Remo Stars,Remo Stars,Barau,Joseph Osazuwa,CDM,15,84,23,Turnover,76.26,61.1,Complete,0.0
781,1,Barau,Remo Stars,Remo Stars,Barau,Kelechi Usman,CM,6,84,24,Pass,93.07,54.8,Complete,0.0
782,1,Barau,Remo Stars,Barau,Remo Stars,Joseph Nnamdi,ST,27,84,24,Progressive Pass,9.27,46.72,Incomplete,0.0
783,1,Barau,Remo Stars,Remo Stars,Barau,Peter Ogundele,CB,13,84,34,Turnover,40.01,50.18,Complete,0.0
784,1,Barau,Remo Stars,Barau,Remo Stars,Aliyu Okafor,CAM,4,84,36,Pass,36.86,2.21,Complete,0.0
785,1,Barau,Remo Stars,Remo Stars,Barau,Femi Osazuwa,LW,25,84,41,Pass,104.25,57.68,Complete,0.0
786,1,Barau,Remo Stars,Remo Stars,Barau,Musa Osazuwa,CAM,2,84,59,Foul,56.19,53.23,Complete,0.0
787,1,Barau,Remo Stars,Barau,Remo Stars,Daniel Adisa,CAM,22,85,5,Progressive Pass,81.82,3.08,Complete,0.0
788,1,Barau,Remo Stars,Barau,Remo Stars,Musa Nnamdi,GK,26,85,19,Tackle,88.89,38.94,Complete,0.0
789,1,Barau,Remo Stars,Barau,Remo Stars,Emmanuel Oyelaran,GK,28,85,35,Offside,78.03,22.48,Complete,0.0
790,1,Barau,Remo Stars,Barau,Remo Stars,Tunde Osazuwa,CB,23,85,35,Interception,68.18,75.42,Complete,0.0
791,1,Barau,Remo Stars,Barau,Remo Stars,Tunde Osazuwa,CB,23,85,41,Progressive Pass,47.53,50.23,Incomplete,0.0
792,1,Barau,Remo Stars,Barau,Remo Stars,Emmanuel Oyelaran,GK,28,85,56,Foul,56.68,20.87,Complete,0.0
793,1,Barau,Remo Stars,Barau,Remo Stars,Adewale Ibrahim,RB,12,86,20,Pass,11.85,22.44,Complete,0.0
794,1,Barau,Remo Stars,Barau,Remo Stars,Divine Bello,RW,18,86,41,Pass,57.52,45.27,Complete,0.0
795,1,Barau,Remo Stars,Remo Stars,Barau,Segun Oyelaran,CM,10,86,43,Tackle,65.86,43.22,Complete,0.0
796,1,Barau,Remo Stars,Barau,Remo Stars,Suleiman Okonkwo,LW,9,86,44,Successful Dribble,115.42,50.11,Complete,0.0
797,1,Barau,Remo Stars,Remo Stars,Barau,Segun Oyelaran,CM,10,86,46,Tackle,84.26,8.27,Complete,0.0
798,1,Barau,Remo Stars,Barau,Remo Stars,Musa Nnamdi,GK,26,86,47,Progressive Pass,103.66,28.0,Complete,0.0
799,1,Barau,Remo Stars,Remo Stars,Barau,Kelechi Usman,CM,6,86,49,Shot on Target,102.84,50.37,Off Target,0.277
800,1,Barau,Remo Stars,Barau,Remo Stars,Daniel Adisa,CAM,22,87,2,Turnover,40.78,69.24,Complete,0.0
801,1,Barau,Remo Stars,Remo Stars,Barau,Praise Lawal,CDM,11,87,5,Pass,39.25,62.92,Incomplete,0.0
802,1,Barau,Remo Stars,Barau,Remo Stars,Ifeanyi Usman,LW,10,87,7,Tackle,26.3,47.74,Complete,0.0
803,1,Barau,Remo Stars,Remo Stars,Barau,Chukwuemeka Adeyemi,CM,9,87,7,Pass,114.08,23.81,Incomplete,0.0
804,1,Barau,Remo Stars,Barau,Remo Stars,Joseph Nnamdi,ST,27,87,8,Successful Dribble,82.24,18.8,Complete,0.0
805,1,Barau,Remo Stars,Remo Stars,Barau,Praise Lawal,CDM,11,87,14,Turnover,38.16,26.9,Complete,0.0
806,1,Barau,Remo Stars,Barau,Remo Stars,Chukwuemeka Ojo,LW,11,87,15,Progressive Pass,105.66,29.97,Complete,0.0
807,1,Barau,Remo Stars,Barau,Remo Stars,Musa Balogun,RW,3,87,19,Interception,73.69,44.01,Complete,0.0
808,1,Barau,Remo Stars,Remo Stars,Barau,Joseph Osazuwa,CDM,15,87,20,Progressive Pass,17.91,60.13,Complete,0.0
809,1,Barau,Remo Stars,Remo Stars,Barau,Joseph Osazuwa,CDM,15,87,34,Successful Dribble,116.59,7.14,Complete,0.0
810,1,Barau,Remo Stars,Barau,Remo Stars,Adewale Ibrahim,RB,12,87,37,Pass,53.24,7.62,Complete,0.0
811,1,Barau,Remo Stars,Barau,Remo Stars,Olamide Etim,RW,16,87,38,Pass,113.34,68.68,Complete,0.0
812,1,Barau,Remo Stars,Barau,Remo Stars,Adewale Ibrahim,RB,12,87,44,Pass,73.6,26.68,Complete,0.0
813,1,Barau,Remo Stars,Remo Stars,Barau,Ifeanyi Ibrahim,LB,22,87,45,Pass,15.5,61.45,Complete,0.0
814,1,Barau,Remo Stars,Barau,Remo Stars,Obinna Oyelaran,LW,6,87,45,Pass,79.47,26.51,Complete,0.0
815,1,Barau,Remo Stars,Remo Stars,Barau,Rasheed Mohammed,GK,29,88,2,Successful Dribble,68.94,69.54,Complete,0.0
816,1,Barau,Remo Stars,Barau,Remo Stars,Musa Balogun,RW,3,88,31,Pass,119.86,36.01,Complete,0.0
817,1,Barau,Remo Stars,Remo Stars,Barau,Daniel Chukwu,CAM,8,88,33,Progressive Pass,20.54,41.52,Complete,0.0
818,1,Barau,Remo Stars,Barau,Remo Stars,Emmanuel Oyelaran,GK,28,88,35,Tackle,27.53,14.89,Complete,0.0
819,1,Barau,Remo Stars,Barau,Remo Stars,Chukwuemeka Ojo,LW,11,88,50,Foul,77.17,40.1,Complete,0.0
820,1,Barau,Remo Stars,Remo Stars,Barau,Ifeanyi Ibrahim,LB,22,88,53,Progressive Pass,38.81,76.29,Complete,0.0
821,1,Barau,Remo Stars,Remo Stars,Barau,Chukwuemeka Chukwu,RW,28,88,58,Cross,86.81,13.61,Complete,0.0
822,1,Barau,Remo Stars,Barau,Remo Stars,Ifeanyi Usman,LW,10,89,8,Turnover,86.37,63.51,Complete,0.0
823,1,Barau,Remo Stars,Remo Stars,Barau,Chukwuemeka Adeyemi,CM,9,89,27,Pass,65.77,32.27,Complete,0.0
824,1,Barau,Remo Stars,Barau,Remo Stars,Musa Nnamdi,GK,26,89,30,Shot on Target,93.23,26.07,Off Target,0.165
825,1,Barau,Remo Stars,Barau,Remo Stars,Tunde Osazuwa,CB,23,89,30,Pass,20.95,50.53,Complete,0.0
826,1,Barau,Remo Stars,Remo Stars,Barau,Kelechi Usman,CM,6,89,41,Pass,103.53,54.56,Complete,0.0
827,1,Barau,Remo Stars,Remo Stars,Barau,Ifeanyi Ibrahim,LB,22,89,48,Progressive Pass,51.23,67.02,Complete,0.0
828,1,Barau,Remo Stars,Barau,Remo Stars,Ifeanyi Usman,LW,10,89,57,Successful Dribble,33.81,52.33,Complete,0.0
829,1,Barau,Remo Stars,Remo Stars,Barau,Damilare Onuoha,CM,24,90,1,Foul,42.0,59.85,Complete,0.0
830,1,Barau,Remo Stars,Remo Stars,Barau,Joseph Osazuwa,CDM,15,90,5,Pass,72.67,25.92,Complete,0.0
831,1,Barau,Remo Stars,Barau,Remo Stars,Daniel Adisa,CAM,22,90,26,Tackle,55.49,51.4,Complete,0.0
832,1,Barau,Remo Stars,Barau,Remo Stars,Musa Balogun,RW,3,90,36,Successful Dribble,70.15,36.78,Complete,0.0
833,1,Barau,Remo Stars,Remo Stars,Barau,Chukwuemeka Adeyemi,CM,9,90,36,Dangerous Pass,104.12,54.75,Complete,0.0
834,2,Enugu Rangers,Remo Stars,Enugu Rangers,Remo Stars,Joseph Lawal,RB,22,0,3,Interception,43.16,33.13,Complete,0.0
835,2,Enugu Rangers,Remo Stars,Remo Stars,Enugu Rangers,Chidi Mustapha,CM,25,0,3,Successful Dribble,66.06,30.51,Complete,0.0
836,2,Enugu Rangers,Remo Stars,Remo Stars,Enugu Rangers,Daniel Oyelaran,RB,19,0,3,Pass,96.05,41.32,Complete,0.0
837,2,Enugu Rangers,Remo Stars,Enugu Rangers,Remo Stars,Success Okonkwo,GK,24,0,4,Turnover,43.06,78.36,Complete,0.0
838,2,Enugu Rangers,Remo Stars,Remo Stars,Enugu Rangers,Daniel Oyelaran,RB,19,0,6,Pass,119.61,18.9,Complete,0.0
839,2,Enugu Rangers,Remo Stars,Enugu Rangers,Remo Stars,Kunle Onuoha,LB,19,0,13,Interception,49.4,25.28,Complete,0.0
840,2,Enugu Rangers,Remo Stars,Remo Stars,Enugu Rangers,Adewale Usman,CM,3,0,38,Interception,64.4,58.43,Complete,0.0
841,2,Enugu Rangers,Remo Stars,Enugu Rangers,Remo Stars,Ifeanyi Balogun,LB,14,0,54,Progressive Pass,106.37,25.68,Incomplete,0.0
842,2,Enugu Rangers,Remo Stars,Remo Stars,Enugu Rangers,Obinna Sanni,RB,26,0,59,Cross,81.69,4.95,Incomplete,0.0
843,2,Enugu Rangers,Remo Stars,Enugu Rangers,Remo Stars,Kunle Onuoha,LB,19,1,5,Interception,29.32,3.53,Complete,0.0
844,2,Enugu Rangers,Remo Stars,Remo Stars,Enugu Rangers,Chibuzor Abubakar,RW,29,1,27,Foul,27.56,0.0,Complete,0.0
845,2,Enugu Rangers,Remo Stars,Remo Stars,Enugu Rangers,Femi Ekong,LB,16,1,45,Shot on Target,111.26,47.32,Off Target,0.373
846,2,Enugu Rangers,Remo Stars,Enugu Rangers,Remo Stars,Chidi Okonkwo,RB,28,1,45,Shot,109.73,16.96,Off Target,0.22
847,2,Enugu Rangers,Remo Stars,Enugu Rangers,Remo Stars,Victor Okonkwo,GK,29,1,57,Successful Dribble,109.69,38.24,Complete,0.0
848,2,Enugu Rangers,Remo Stars,Enugu Rangers,Remo Stars,Kelechi Ndukwe,CB,12,1,57,Turnover,12.94,37.86,Complete,0.0
849,2,Enugu Rangers,Remo Stars,Remo Stars,Enugu Rangers,Chibuzor Abubakar,RW,29,2,10,Progressive Pass,82.41,76.23,Complete,0.0
850,2,Enugu Rangers,Remo Stars,Enugu Rangers,Remo Stars,Chidi Okonkwo,RB,28,2,11,Successful Dribble,14.33,49.05,Complete,0.0
851,2,Enugu Rangers,Remo Stars,Remo Stars,Enugu Rangers,Daniel Chukwuma,RW,7,2,13,Pass,65.88,2.77,Complete,0.0
852,2,Enugu Rangers,Remo Stars,Enugu Rangers,Remo Stars,Chidi Okonkwo,RB,28,2,15,Successful Dribble,93.26,9.25,Complete,0.0
853,2,Enugu Rangers,Remo Stars,Remo Stars,Enugu Rangers,Daniel Oyelaran,RB,19,2,21,Interception,80.07,0.0,Complete,0.0
854,2,Enugu Rangers,Remo Stars,Remo Stars,Enugu Rangers,Daniel Oyelaran,RB,19,2,37,Shot,109.11,36.3,Off Target,0.372
855,2,Enugu Rangers,Remo Stars,Enugu Rangers,Remo Stars,Victor Okafor,RW,18,2,46,Pass,95.91,44.05,Complete,0.0
856,2,Enugu Rangers,Remo Stars,Remo Stars,Enugu Rangers,Chibuzor Abubakar,RW,29,2,48,Cross,103.15,36.2,Complete,0.0
857,2,Enugu Rangers,Remo Stars,Remo Stars,Enugu Rangers,Godwin Garba,LW,11,2,59,Foul,30.1,30.75,Complete,0.0
858,2,Enugu Rangers,Remo Stars,Remo Stars,Enugu Rangers,Obinna Sanni,RB,26,3,18,Pass,59.71,50.15,Complete,0.0
859,2,Enugu Rangers,Remo Stars,Enugu Rangers,Remo Stars,Wale Egwuekwe,CAM,21,3,28,Successful Dribble,85.5,51.67,Complete,0.0
860,2,Enugu Rangers,Remo Stars,Remo Stars,Enugu Rangers,Tunde Etim,RW,4,3,30,Cross,88.1,18.11,Complete,0.0
861,2,Enugu Rangers,Remo Stars,Remo Stars,Enugu Rangers,Yemi Sanni,RW,14,3,34,Shot,96.08,80.0,On Target,0.02
862,2,Enugu Rangers,Remo Stars,Remo Stars,Enugu Rangers,Emeka Lawal,RW,20,3,37,Pass,115.34,80.0,Complete,0.0
863,2,Enugu Rangers,Remo Stars,Remo Stars,Enugu Rangers,Obinna Egwuekwe,RB,15,3,41,Successful Dribble,97.93,20.77,Complete,0.0
864,2,Enugu Rangers,Remo Stars,Enugu Rangers,Remo Stars,Chidi Okonkwo,RB,28,3,49,Pass,95.74,73.04,Incomplete,0.0
865,2,Enugu Rangers,Remo Stars,Remo Stars,Enugu Rangers,Tunde Etim,RW,4,3,49,Foul,89.4,20.13,Complete,0.0
866,2,Enugu Rangers,Remo Stars,Enugu Rangers,Remo Stars,Emmanuel Okafor,LW,4,3,50,Pass,13.99,80.0,Complete,0.0
867,2,Enugu Rangers,Remo Stars,Remo Stars,Enugu Rangers,Bayo Afolabi,CB,12,3,59,Turnover,70.46,11.47,Complete,0.0
868,2,Enugu Rangers,Remo Stars,Remo Stars,Enugu Rangers,Emeka Lawal,RW,20,4,7,Pass,98.8,65.62,Incomplete,0.0
869,2,Enugu Rangers,Remo Stars,Enugu Rangers,Remo Stars,Ifeanyi Balogun,LB,14,4,9,Foul,87.32,22.55,Complete,0.0
870,2,Enugu Rangers,Remo Stars,Enugu Rangers,Remo Stars,Chidi Okonkwo,RB,28,4,14,Pass,28.78,48.21,Complete,0.0
871,2,Enugu Rangers,Remo Stars,Remo Stars,Enugu Rangers,Chibuzor Abubakar,RW,29,4,18,Pass,49.21,22.5,Incomplete,0.0
872,2,Enugu Rangers,Remo Stars,Remo Stars,Enugu Rangers,Daniel Oyelaran,RB,19,4,21,Pass,23.03,44.91,Complete,0.0
873,2,Enugu Rangers,Remo Stars,Enugu Rangers,Remo Stars,Ifeanyi Balogun,LB,14,4,27,Pass,76.93,48.77,Complete,0.0
874,2,Enugu Rangers,Remo Stars,Remo Stars,Enugu Rangers,Chibuzor Abubakar,RW,29,4,44,Tackle,76.1,0.0,Complete,0.0
875,2,Enugu Rangers,Remo Stars,Remo Stars,Enugu Rangers,Obinna Sanni,RB,26,4,45,Pass,17.14,53.25,Complete,0.0
876,2,Enugu Rangers,Remo Stars,Remo Stars,Enugu Rangers,Emeka Lawal,RW,20,4,50,Dangerous Pass,117.03,38.52,Complete,0.0
877,2,Enugu Rangers,Remo Stars,Remo Stars,Enugu Rangers,Chidi Mustapha,CM,25,4,54,Goal,106.58,58.41,Goal,0.347
878,2,Enugu Rangers,Remo Stars,Remo Stars,Enugu Rangers,Rasheed Ojo,CM,1,5,15,Successful Dribble,100.77,38.81,Complete,0.0
879,2,Enugu Rangers,Remo Stars,Enugu Rangers,Remo Stars,Wale Egwuekwe,CAM,21,5,20,Tackle,43.98,41.78,Complete,0.0
880,2,Enugu Rangers,Remo Stars,Enugu Rangers,Remo Stars,Chibuzor Chukwuma,CB,2,5,26,Turnover,75.48,17.97,Complete,0.0
881,2,Enugu Rangers,Remo Stars,Enugu Rangers,Remo Stars,Suleiman Abubakar,CDM,6,5,34,Corner,100.49,49.94,Complete,0.0
